appsname,review,rating
Huawei Health,"I am facing lot of lag issue the application gets stuck whenever I open it... Its so much annoying whenever I go out for run it stucks and I feel so much bad when it happens specially when you are in a motivated mood... I really love this app please try to fix the issue ❤️🙏 Thanks and Regards, Divesh.",1
Huawei Health,It pretty morose that you'd have no feature to export the data from the device. You have to request a download and get a link to download from Huawei server. It also asks for way too many invasive permissions. This app is a sad accompaniment to the the otherwise good wearable,1
Huawei Health,"It's good in that it is able to track and estimate the calories burned during running or walking or biking.... But it heavily depends on you switching your location on, and wants all sorts of permissions.... And I've had to reinstall it due to the app behaving buggy after a few month of initial use.",3
Huawei Health,"Sleep not syncing. Huawei Band shows usually 7-8h of sleep per night but the Health app shows random 2-3h naps during the night time. Did everything, including software updates and data wipe but no success. Please help - it makes the app useless for me.",3
Huawei Health,"Very easy to use once your android and watch are synchronised. Your watch my not appear in the bluetooth sync, but you will get on outline of it, just tap that and hopefully you are on you way. Enjoy",5
Huawei Health,"In the next update, the features of Huawei Honor Watch 2 need to be updated as well, there should be a provision to change the ringtone of the watch so that there will be some new changes.",5
Huawei Health,"There had been some problems but thanks to the update they were fixed. Huawei does not allow us to add custom watch faces, it is almost the only problem for now.",4
Huawei Health,"Works brilliantly. There's a new update, but I don't see it yet. New update has dynamic tracking which looks awesome on my wife's phone. I want that feature.",5
Huawei Health,I cant add new watch face which is one of the basics of smart watches. I don't know why but i surfaced the net and the only way for that is to be in china region. Tai chi method is also useless for me. Also there is no way to install 3th party apps to my watch such as navigation. Health monitoring is very good and lovely.,2
Huawei Health,"I've discovered recently that in order to start training activity in the app, you must grand the app permission to use your location all the time, not just while using the app. When I set the permission to use my location only while using the app, I was unable to start training. Why?",1
